=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.14 11:00:56 =~=~=~=~=~=~=~=~=~=~=~=
Jig Started!
0.00,0.00,0.00,0.00,0.00,PASS
0.00,0.00,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.00,0.00,0.00,0.00,0.00,PASS
0.00,0.00,0.00,0.00,0.00,PASS
-0.01,-0.01,0.00,0.00,0.00,PASS
-0.01,-0.01,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,-0.01,0.00,PASS
-11.35,31.49,-10.64,1.80,-11.32,INVALID MEASUREMENT
1174.08,-294.22,-293.34,-293.14,-293.36,INVALID MEASUREMENT
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.07,-0.73,0.15,0.36,0.13,PASS
0.07,-0.73,0.15,0.36,0.13,PASS
180.25,179.45,-720.57,180.54,180.31,INVALID MEASUREMENT
0.07,-0.73,0.15,0.36,0.13,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.74,-0.97,-1.07,0.74,0.58,FAIL
0.01,-0.00,-0.00,0.01,-0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.00,0.00,0.00,0.00,0.00,PASS
0.00,0.00,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.00,-0.01,0.00,0.00,0.00,PASS
0.08,-0.73,0.15,0.36,0.13,PASS
0.07,-0.73,0.15,0.36,0.13,PASS
0.07,-0.73,0.15,0.36,0.13,PASS
0.07,-0.73,0.15,0.36,0.13,PASS
0.07,-0.73,0.15,0.36,0.13,PASS
0.07,-0.73,0.15,0.36,0.13,PASS
-2.50,-3.30,-2.42,10.64,-2.44,INVALID MEASUREMENT
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.07,-0.73,0.15,0.36,0.13,PASS
0.08,-0.73,0.15,0.36,0.13,PASS
0.08,-0.73,0.15,0.36,0.13,PASS
0.08,-0.73,0.15,0.36,0.13,PASS
0.08,-0.73,0.15,0.36,0.13,PASS
0.07,-0.73,0.15,0.36,0.13,PASS
0.07,-0.73,0.15,0.36,0.13,PASS
0.07,-0.73,0.15,0.36,0.13,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
-0.51,-1.31,-0.43,-0.23,2.48,INVALID MEASUREMENT
-1.45,-2.25,-1.37,1.18,3.89,INVALID MEASUREMENT
-0.96,-1.76,0.53,3.08,-0.90,INVALID MEASUREMENT
0.84,0.04,-0.99,-0.79,0.90,FAIL
-1.40,1.49,-1.32,-1.12,2.35,INVALID MEASUREMENT
-0.51,-1.31,1.03,1.23,-0.45,FAIL
-0.04,-3.19,1.50,1.70,0.02,INVALID MEASUREMENT
-0.02,-0.35,0.06,0.26,0.04,PASS
0.64,-3.00,0.72,0.92,0.70,INVALID MEASUREMENT
-0.62,-1.42,-0.54,-0.34,2.94,INVALID MEASUREMENT
-0.37,1.06,-0.29,-0.09,-0.31,FAIL
0.57,-2.72,0.65,0.85,0.63,INVALID MEASUREMENT
0.08,-0.72,0.16,0.36,0.14,PASS
-1.69,0.45,1.33,-1.41,1.31,INVALID MEASUREMENT
-0.86,-2.84,2.15,-0.58,2.13,INVALID MEASUREMENT
0.08,-0.72,0.16,0.36,0.14,PASS
0.66,-0.14,0.74,-1.98,0.72,INVALID MEASUREMENT
2.77,-1.55,-0.67,0.13,-0.69,INVALID MEASUREMENT
0.08,-0.72,0.16,0.36,0.14,PASS
0.07,-0.73,0.15,0.36,0.13,PASS
0.07,-0.73,0.15,0.36,0.13,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
196.64,195.84,196.72,196.92,-786.10,INVALID MEASUREMENT
0.08,-0.73,0.15,0.35,0.13,PASS
0.08,-0.73,0.15,0.36,0.13,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.73,0.15,0.35,0.13,PASS
0.08,-0.73,0.15,0.35,0.13,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
2345.79,-587.15,-586.27,-586.07,-586.29,INVALID MEASUREMENT
0.00,-0.01,0.00,-0.01,0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,0.01,-0.00,PASS
0.01,-0.00,-0.00,0.01,-0.00,PASS
0.01,-0.00,-0.00,0.01,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,0.01,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,0.01,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,0.01,-0.00,PASS
0.01,-0.00,-0.00,0.01,-0.00,PASS
0.01,-0.00,-0.00,0.01,-0.00,PASS
0.01,-0.00,-0.00,0.01,-0.00,PASS
-0.02,-0.03,-0.03,0.13,-0.03,PASS
0.01,-0.00,-0.00,0.01,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.02,-0.00,-0.00,-0.00,-0.00,PASS
